yyyy,mm,dd,hr,min,sec,0mab,1mab,2mab,3mab,4mab,5mab,6mab,7mab,8mab,9mab,10mab,11mab,12mab,13mab,14mab,15mab,16mab,17mab,18mab,19mab,20mab
2005,2,22,11,0,0,17.607,17.552,17.461,17.433,17.408,17.38,17.37,17.377,17.404,17.418,17.418,17.374,17.33,17.156,17.123,17.175,17.244,17.244,17.244,17.244,17.244
2005,2,22,12,0,0,17.61,17.58,17.53,17.497,17.481,17.489,17.5,17.513,17.476,17.439,17.402,17.369,17.336,17.257,17.253,17.28,17.308,17.308,17.308,17.308,17.308
2005,2,22,13,0,0,17.61,17.58,17.53,17.534,17.553,17.55,17.534,17.504,17.425,17.394,17.412,17.441,17.469,17.532,17.523,17.482,17.445,17.445,17.445,17.445,17.445
2005,2,22,14,0,0,17.613,17.583,17.532,17.569,17.584,17.601,17.612,17.62,17.55,17.501,17.472,17.468,17.463,17.567,17.633,17.676,17.687,17.687,17.687,17.687,17.687
2005,2,22,15,0,0,17.623,17.592,17.539,17.573,17.595,17.609,17.626,17.645,17.619,17.576,17.514,17.474,17.433,17.58,17.561,17.553,17.555,17.555,17.555,17.555,17.555
2005,2,22,16,0,0,17.637,17.624,17.603,17.593,17.609,17.619,17.627,17.633,17.641,17.609,17.539,17.471,17.402,17.344,17.359,17.465,17.563,17.563,17.563,17.563,17.563
2005,2,22,17,0,0,17.65,17.655,17.662,17.677,17.645,17.642,17.645,17.656,17.673,17.661,17.619,17.532,17.445,17.343,17.378,17.493,17.59,17.59,17.59,17.59,17.59
2005,2,22,18,0,0,17.667,17.672,17.68,17.683,17.683,17.694,17.701,17.703,17.706,17.685,17.639,17.539,17.44,17.284,17.326,17.443,17.539,17.539,17.539,17.539,17.539
2005,2,22,19,0,0,17.67,17.678,17.691,17.688,17.703,17.726,17.742,17.75,17.743,17.72,17.678,17.528,17.378,17.378,17.429,17.507,17.558,17.558,17.558,17.558,17.558
2005,2,22,20,0,0,17.667,17.685,17.715,17.743,17.765,17.753,17.738,17.721,17.648,17.565,17.471,17.471,17.47,17.572,17.619,17.669,17.697,17.697,17.697,17.697,17.697
2005,2,22,21,0,0,17.663,17.688,17.728,17.746,17.767,17.754,17.734,17.707,17.624,17.579,17.573,17.608,17.642,17.679,17.693,17.705,17.71,17.71,17.71,17.71,17.71
2005,2,22,22,0,0,17.667,17.691,17.733,17.72,17.723,17.738,17.735,17.714,17.592,17.545,17.575,17.595,17.616,17.633,17.638,17.642,17.643,17.643,17.643,17.643,17.643
2005,2,22,23,0,0,17.667,17.687,17.72,17.709,17.714,17.723,17.726,17.721,17.601,17.542,17.545,17.553,17.561,17.563,17.562,17.559,17.557,17.557,17.557,17.557,17.557
2005,2,23,0,0,0,17.667,17.686,17.717,17.712,17.716,17.719,17.716,17.706,17.607,17.542,17.511,17.503,17.496,17.481,17.475,17.469,17.467,17.467,17.467,17.467,17.467
2005,2,23,1,0,0,17.67,17.688,17.717,17.717,17.717,17.721,17.717,17.704,17.595,17.525,17.496,17.483,17.469,17.451,17.441,17.432,17.428,17.428,17.428,17.428,17.428
2005,2,23,2,0,0,17.703,17.718,17.742,17.724,17.713,17.726,17.715,17.681,17.582,17.517,17.488,17.474,17.46,17.441,17.431,17.423,17.42,17.42,17.42,17.42,17.42
2005,2,23,3,0,0,17.777,17.777,17.778,17.737,17.724,17.725,17.681,17.592,17.539,17.499,17.471,17.458,17.445,17.422,17.41,17.396,17.389,17.389,17.389,17.389,17.389
2005,2,23,4,0,0,17.793,17.798,17.805,17.788,17.767,17.755,17.706,17.619,17.564,17.515,17.47,17.451,17.431,17.398,17.379,17.36,17.351,17.351,17.351,17.351,17.351
2005,2,23,5,0,0,17.797,17.801,17.809,17.804,17.797,17.785,17.741,17.665,17.6,17.538,17.479,17.456,17.432,17.381,17.359,17.333,17.318,17.318,17.318,17.318,17.318
2005,2,23,6,0,0,17.837,17.844,17.856,17.852,17.848,17.798,17.732,17.648,17.614,17.572,17.521,17.486,17.451,17.357,17.323,17.32,17.334,17.334,17.334,17.334,17.334
2005,2,23,7,0,0,17.857,17.863,17.875,17.872,17.87,17.824,17.758,17.67,17.64,17.612,17.587,17.537,17.486,17.334,17.295,17.314,17.353,17.353,17.353,17.353,17.353
2005,2,23,8,0,0,17.86,17.866,17.875,17.873,17.87,17.808,17.753,17.704,17.699,17.682,17.653,17.606,17.558,17.388,17.308,17.278,17.289,17.289,17.289,17.289,17.289
2005,2,23,9,0,0,17.86,17.864,17.871,17.867,17.86,17.827,17.788,17.744,17.739,17.727,17.707,17.651,17.595,17.432,17.337,17.283,17.277,17.277,17.277,17.277,17.277
2005,2,23,10,0,0,17.85,17.856,17.866,17.862,17.855,17.839,17.811,17.773,17.72,17.706,17.732,17.721,17.71,17.543,17.39,17.306,17.299,17.299,17.299,17.299,17.299
2005,2,23,11,0,0,17.85,17.852,17.857,17.848,17.83,17.798,17.759,17.713,17.677,17.679,17.72,17.725,17.729,17.532,17.373,17.346,17.4,17.4,17.4,17.4,17.4
2005,2,23,12,0,0,17.843,17.844,17.845,17.83,17.808,17.785,17.757,17.726,17.665,17.667,17.733,17.734,17.734,17.528,17.392,17.354,17.385,17.385,17.385,17.385,17.385
2005,2,23,13,0,0,17.833,17.832,17.829,17.812,17.797,17.78,17.758,17.733,17.679,17.676,17.722,17.719,17.716,17.533,17.374,17.334,17.373,17.373,17.373,17.373,17.373
2005,2,23,14,0,0,17.82,17.82,17.821,17.809,17.798,17.783,17.769,17.753,17.715,17.705,17.723,17.712,17.7,17.579,17.437,17.337,17.307,17.307,17.307,17.307,17.307
2005,2,23,15,0,0,17.81,17.81,17.81,17.8,17.791,17.782,17.769,17.752,17.716,17.714,17.746,17.715,17.685,17.474,17.379,17.328,17.325,17.325,17.325,17.325,17.325
2005,2,23,16,0,0,17.807,17.807,17.807,17.801,17.798,17.797,17.786,17.765,17.724,17.719,17.751,17.742,17.733,17.533,17.398,17.337,17.344,17.344,17.344,17.344,17.344
2005,2,23,17,0,0,17.8,17.802,17.805,17.802,17.802,17.799,17.786,17.763,17.727,17.718,17.738,17.729,17.719,17.505,17.381,17.358,17.399,17.399,17.399,17.399,17.399
2005,2,23,18,0,0,17.793,17.795,17.798,17.793,17.788,17.776,17.758,17.733,17.717,17.717,17.732,17.738,17.744,17.648,17.462,17.391,17.413,17.413,17.413,17.413,17.413
2005,2,23,19,0,0,17.773,17.77,17.765,17.748,17.733,17.721,17.71,17.699,17.694,17.7,17.715,17.748,17.781,17.721,17.558,17.461,17.446,17.446,17.446,17.446,17.446
2005,2,23,20,0,0,17.737,17.721,17.695,17.687,17.682,17.679,17.677,17.676,17.679,17.688,17.704,17.736,17.767,17.695,17.559,17.461,17.431,17.431,17.431,17.431,17.431
2005,2,23,21,0,0,17.643,17.647,17.654,17.652,17.651,17.65,17.65,17.651,17.656,17.664,17.677,17.709,17.742,17.677,17.54,17.404,17.337,17.337,17.337,17.337,17.337
2005,2,23,22,0,0,17.647,17.654,17.665,17.663,17.661,17.657,17.651,17.642,17.645,17.664,17.7,17.705,17.71,17.555,17.433,17.325,17.279,17.279,17.279,17.279,17.279
2005,2,23,23,0,0,17.66,17.664,17.671,17.668,17.666,17.66,17.653,17.646,17.674,17.684,17.676,17.618,17.56,17.396,17.328,17.264,17.235,17.235,17.235,17.235,17.235
2005,2,24,0,0,0,17.66,17.665,17.674,17.67,17.667,17.653,17.642,17.634,17.59,17.542,17.493,17.474,17.455,17.379,17.313,17.246,17.211,17.211,17.211,17.211,17.211
2005,2,24,1,0,0,17.667,17.672,17.682,17.68,17.68,17.676,17.665,17.647,17.6,17.526,17.425,17.401,17.377,17.336,17.287,17.229,17.195,17.195,17.195,17.195,17.195
2005,2,24,2,0,0,17.687,17.695,17.708,17.707,17.675,17.54,17.445,17.391,17.35,17.312,17.279,17.251,17.222,17.167,17.132,17.088,17.063,17.063,17.063,17.063,17.063
2005,2,24,3,0,0,17.72,17.726,17.735,17.73,17.71,17.599,17.515,17.456,17.41,17.359,17.306,17.277,17.248,17.189,17.135,17.077,17.047,17.047,17.047,17.047,17.047
2005,2,24,4,0,0,17.73,17.737,17.748,17.745,17.743,17.718,17.657,17.56,17.476,17.409,17.359,17.324,17.289,17.196,17.134,17.072,17.042,17.042,17.042,17.042,17.042
2005,2,24,5,0,0,17.73,17.738,17.752,17.751,17.75,17.747,17.726,17.686,17.572,17.484,17.422,17.382,17.342,17.232,17.158,17.09,17.059,17.059,17.059,17.059,17.059
2005,2,24,6,0,0,17.733,17.741,17.755,17.754,17.756,17.756,17.752,17.744,17.655,17.561,17.46,17.415,17.369,17.243,17.16,17.084,17.05,17.05,17.05,17.05,17.05
2005,2,24,7,0,0,17.737,17.745,17.758,17.756,17.755,17.753,17.749,17.742,17.707,17.631,17.514,17.443,17.373,17.231,17.149,17.069,17.031,17.031,17.031,17.031,17.031
2005,2,24,8,0,0,17.74,17.747,17.758,17.755,17.751,17.745,17.739,17.734,17.689,17.605,17.484,17.412,17.34,17.175,17.104,17.042,17.015,17.015,17.015,17.015,17.015
2005,2,24,9,0,0,17.74,17.748,17.761,17.753,17.746,17.739,17.734,17.73,17.706,17.637,17.523,17.442,17.361,17.199,17.131,17.077,17.058,17.058,17.058,17.058,17.058
2005,2,24,10,0,0,17.75,17.75,17.749,17.738,17.73,17.729,17.713,17.682,17.577,17.463,17.34,17.266,17.192,17.103,17.064,17.024,17.003,17.003,17.003,17.003,17.003
2005,2,24,11,0,0,17.76,17.762,17.766,17.749,17.733,17.726,17.73,17.746,17.735,17.668,17.545,17.43,17.315,17.162,17.106,17.059,17.04,17.04,17.04,17.04,17.04
2005,2,24,12,0,0,17.76,17.754,17.745,17.732,17.742,17.767,17.752,17.699,17.608,17.499,17.37,17.302,17.233,17.144,17.101,17.046,17.012,17.012,17.012,17.012,17.012
2005,2,24,13,0,0,17.763,17.755,17.74,17.725,17.743,17.803,17.793,17.713,17.571,17.432,17.295,17.243,17.192,17.108,17.014,16.904,16.84,16.84,16.84,16.84,16.84
2005,2,24,14,0,0,17.753,17.757,17.764,17.754,17.74,17.75,17.779,17.825,17.777,17.69,17.564,17.456,17.349,17.214,17.138,17.049,16.999,16.999,16.999,16.999,16.999
2005,2,24,15,0,0,17.75,17.754,17.761,17.754,17.755,17.791,17.801,17.784,17.689,17.566,17.415,17.338,17.261,17.13,17.091,17.052,17.032,17.032,17.032,17.032,17.032
2005,2,24,16,0,0,17.75,17.755,17.763,17.757,17.757,17.777,17.781,17.768,17.681,17.586,17.483,17.394,17.304,17.169,17.132,17.092,17.07,17.07,17.07,17.07,17.07
2005,2,24,17,0,0,17.74,17.748,17.762,17.758,17.759,17.767,17.782,17.805,17.711,17.621,17.536,17.451,17.367,17.236,17.172,17.128,17.115,17.115,17.115,17.115,17.115
2005,2,24,18,0,0,17.74,17.749,17.764,17.763,17.766,17.769,17.777,17.79,17.729,17.659,17.578,17.488,17.397,17.265,17.183,17.138,17.133,17.133,17.133,17.133,17.133
2005,2,24,19,0,0,17.75,17.76,17.776,17.778,17.779,17.782,17.788,17.797,17.726,17.637,17.529,17.468,17.406,17.289,17.194,17.143,17.14,17.14,17.14,17.14,17.14
2005,2,24,20,0,0,17.763,17.773,17.789,17.793,17.796,17.797,17.8,17.805,17.716,17.608,17.483,17.443,17.402,17.348,17.266,17.181,17.137,17.137,17.137,17.137,17.137
2005,2,24,21,0,0,17.777,17.791,17.814,17.813,17.814,17.814,17.81,17.803,17.667,17.554,17.463,17.443,17.422,17.375,17.296,17.181,17.106,17.106,17.106,17.106,17.106
2005,2,24,22,0,0,17.817,17.824,17.836,17.834,17.833,17.827,17.808,17.776,17.64,17.522,17.423,17.391,17.358,17.337,17.317,17.182,17.057,17.057,17.057,17.057,17.057
2005,2,24,23,0,0,17.807,17.82,17.843,17.843,17.842,17.827,17.792,17.736,17.561,17.442,17.377,17.33,17.283,17.286,17.247,17.078,16.93,16.93,16.93,16.93,16.93
2005,2,25,0,0,0,17.803,17.82,17.848,17.848,17.84,17.815,17.717,17.546,17.33,17.241,17.281,17.273,17.265,17.276,17.137,16.963,16.858,16.858,16.858,16.858,16.858
2005,2,25,1,0,0,17.813,17.839,17.881,17.866,17.842,17.796,17.621,17.318,17.263,17.236,17.236,17.256,17.276,17.195,17.028,16.878,16.813,16.813,16.813,16.813,16.813
2005,2,25,2,0,0,17.837,17.86,17.9,17.879,17.839,17.69,17.496,17.257,17.276,17.298,17.322,17.272,17.222,17.031,16.933,16.833,16.782,16.782,16.782,16.782,16.782
2005,2,25,3,0,0,17.853,17.87,17.898,17.858,17.772,17.442,17.259,17.222,17.223,17.216,17.2,17.109,17.018,16.898,16.842,16.783,16.752,16.752,16.752,16.752,16.752
2005,2,25,4,0,0,17.89,17.893,17.898,17.893,17.742,17.405,17.218,17.181,17.186,17.157,17.095,17.042,16.989,16.891,16.802,16.688,16.618,16.618,16.618,16.618,16.618
2005,2,25,5,0,0,17.917,17.924,17.936,17.918,17.756,17.418,17.233,17.201,17.21,17.172,17.086,17.053,17.019,16.934,16.828,16.696,16.616,16.616,16.616,16.616,16.616
2005,2,25,6,0,0,17.93,17.936,17.945,17.938,17.885,17.62,17.404,17.236,17.236,17.232,17.227,17.139,17.052,16.985,16.888,16.749,16.658,16.658,16.658,16.658,16.658
2005,2,25,7,0,0,17.93,17.935,17.944,17.93,17.843,17.614,17.417,17.253,17.235,17.209,17.176,17.117,17.058,16.946,16.862,16.745,16.67,16.67,16.67,16.67,16.67
2005,2,25,8,0,0,17.93,17.938,17.951,17.949,17.929,17.798,17.583,17.283,17.247,17.228,17.227,17.157,17.087,16.987,16.933,16.83,16.755,16.755,16.755,16.755,16.755
2005,2,25,9,0,0,17.937,17.943,17.955,17.953,17.932,17.811,17.602,17.305,17.26,17.221,17.187,17.128,17.069,16.979,16.932,16.843,16.776,16.776,16.776,16.776,16.776
2005,2,25,10,0,0,17.94,17.946,17.957,17.96,17.958,17.916,17.776,17.538,17.342,17.232,17.211,17.163,17.115,17.02,16.964,16.873,16.809,16.809,16.809,16.809,16.809
2005,2,25,11,0,0,17.94,17.949,17.964,17.969,17.974,17.965,17.919,17.836,17.533,17.334,17.239,17.186,17.132,17.023,16.959,16.866,16.806,16.806,16.806,16.806,16.806
2005,2,25,12,0,0,17.947,17.956,17.972,17.975,17.979,17.977,17.952,17.904,17.661,17.439,17.239,17.18,17.122,17.011,16.946,16.857,16.8,16.8,16.8,16.8,16.8
2005,2,25,13,0,0,17.957,17.965,17.98,17.981,17.983,17.975,17.929,17.847,17.64,17.449,17.275,17.191,17.107,16.965,16.921,16.855,16.812,16.812,16.812,16.812,16.812
2005,2,25,14,0,0,17.967,17.974,17.986,17.986,17.985,17.958,17.89,17.78,17.586,17.406,17.242,17.145,17.047,16.932,16.888,16.839,16.812,16.812,16.812,16.812,16.812
2005,2,25,15,0,0,17.97,17.977,17.988,17.985,17.978,17.922,17.829,17.699,17.45,17.264,17.139,17.049,16.96,16.892,16.852,16.818,16.803,16.803,16.803,16.803,16.803
2005,2,25,16,0,0,17.97,17.975,17.985,17.981,17.975,17.932,17.849,17.726,17.422,17.222,17.126,17.05,16.974,16.863,16.831,16.802,16.788,16.788,16.788,16.788,16.788
2005,2,25,17,0,0,17.97,17.975,17.984,17.98,17.976,17.947,17.89,17.804,17.457,17.225,17.111,17.035,16.959,16.845,16.817,16.789,16.776,16.776,16.776,16.776,16.776
2005,2,25,18,0,0,17.97,17.975,17.984,17.98,17.977,17.953,17.909,17.845,17.495,17.247,17.099,17.012,16.925,16.823,16.8,16.78,16.771,16.771,16.771,16.771,16.771
2005,2,25,19,0,0,17.97,17.974,17.982,17.978,17.975,17.955,17.919,17.868,17.564,17.307,17.096,17.003,16.91,16.818,16.792,16.773,16.766,16.766,16.766,16.766,16.766
2005,2,25,20,0,0,17.963,17.97,17.98,17.977,17.973,17.959,17.93,17.886,17.639,17.368,17.075,16.98,16.885,16.818,16.802,16.79,16.786,16.786,16.786,16.786,16.786
2005,2,25,21,0,0,17.96,17.966,17.977,17.973,17.97,17.96,17.937,17.902,17.723,17.44,17.054,16.974,16.894,16.853,16.841,16.834,16.833,16.833,16.833,16.833,16.833
2005,2,25,22,0,0,17.953,17.96,17.97,17.967,17.963,17.956,17.94,17.917,17.794,17.563,17.226,17.069,16.911,16.868,16.861,16.857,16.856,16.856,16.856,16.856,16.856
2005,2,25,23,0,0,17.947,17.951,17.957,17.954,17.951,17.946,17.936,17.921,17.828,17.636,17.346,17.154,16.963,16.888,16.878,16.872,16.871,16.871,16.871,16.871,16.871
2005,2,26,0,0,0,17.937,17.941,17.949,17.946,17.944,17.939,17.929,17.914,17.793,17.576,17.263,17.138,17.012,16.898,16.879,16.868,16.865,16.865,16.865,16.865,16.865
2005,2,26,1,0,0,17.937,17.941,17.948,17.945,17.942,17.935,17.922,17.902,17.754,17.521,17.206,17.09,16.973,16.904,16.873,16.852,16.846,16.846,16.846,16.846,16.846
2005,2,26,2,0,0,17.933,17.938,17.945,17.94,17.935,17.923,17.887,17.827,17.652,17.411,17.105,17.02,16.936,16.89,16.863,16.841,16.833,16.833,16.833,16.833,16.833
2005,2,26,3,0,0,17.93,17.935,17.943,17.936,17.926,17.91,17.869,17.804,17.64,17.419,17.139,17.04,16.942,16.892,16.87,16.852,16.845,16.845,16.845,16.845,16.845
2005,2,26,4,0,0,17.93,17.934,17.942,17.935,17.922,17.905,17.871,17.82,17.702,17.54,17.334,17.165,16.996,16.913,16.889,16.868,16.86,16.86,16.86,16.86,16.86
2005,2,26,5,0,0,17.927,17.932,17.941,17.936,17.924,17.912,17.89,17.859,17.764,17.642,17.493,17.415,17.336,17.022,16.953,16.907,16.896,16.896,16.896,16.896,16.896
2005,2,26,6,0,0,17.92,17.925,17.934,17.926,17.914,17.906,17.89,17.865,17.808,17.729,17.626,17.536,17.447,17,16.94,16.905,16.9,16.9,16.9,16.9,16.9
2005,2,26,7,0,0,17.92,17.925,17.932,17.925,17.914,17.907,17.897,17.884,17.844,17.79,17.721,17.594,17.468,16.886,16.891,16.89,16.887,16.887,16.887,16.887,16.887
2005,2,26,8,0,0,17.92,17.923,17.928,17.92,17.912,17.904,17.896,17.888,17.864,17.83,17.787,17.588,17.388,16.759,16.802,16.823,16.822,16.822,16.822,16.822,16.822
2005,2,26,9,0,0,17.917,17.918,17.92,17.913,17.905,17.899,17.89,17.88,17.864,17.833,17.787,17.495,17.202,16.739,16.778,16.797,16.797,16.797,16.797,16.797,16.797
2005,2,26,10,0,0,17.91,17.91,17.909,17.902,17.897,17.891,17.881,17.867,17.836,17.783,17.707,17.394,17.08,16.724,16.72,16.717,16.717,16.717,16.717,16.717,16.717
2005,2,26,11,0,0,17.897,17.898,17.9,17.896,17.893,17.891,17.889,17.886,17.877,17.795,17.638,17.339,17.039,16.761,16.747,16.74,16.741,16.741,16.741,16.741,16.741
2005,2,26,12,0,0,17.87,17.87,17.871,17.869,17.868,17.867,17.864,17.858,17.81,17.664,17.419,17.208,16.997,16.825,16.814,16.809,16.81,16.81,16.81,16.81,16.81
2005,2,26,13,0,0,17.803,17.802,17.8,17.795,17.785,17.748,17.709,17.67,17.561,17.362,17.072,16.96,16.848,16.737,16.733,16.732,16.734,16.734,16.734,16.734,16.734
2005,2,26,14,0,0,17.763,17.764,17.764,17.757,17.747,17.729,17.689,17.628,17.43,17.254,17.1,16.995,16.89,16.763,16.764,16.764,16.764,16.764,16.764,16.764,16.764
2005,2,26,15,0,0,17.66,17.65,17.635,17.614,17.582,17.539,17.536,17.571,17.459,17.311,17.126,16.957,16.787,16.768,16.776,16.78,16.779,16.779,16.779,16.779,16.779
2005,2,26,16,0,0,17.46,17.449,17.431,17.413,17.392,17.381,17.373,17.37,17.42,17.276,16.936,16.82,16.705,16.746,16.762,16.778,16.786,16.786,16.786,16.786,16.786
2005,2,26,17,0,0,17.17,17.159,17.141,17.108,16.999,16.842,16.692,16.55,16.575,16.608,16.649,16.68,16.712,16.715,16.708,16.705,16.705,16.705,16.705,16.705,16.705
2005,2,26,18,0,0,16.993,16.984,16.969,16.961,16.946,16.909,16.778,16.554,16.5,16.45,16.403,16.54,16.677,16.706,16.676,16.649,16.637,16.637,16.637,16.637,16.637
2005,2,26,19,0,0,16.727,16.709,16.679,16.662,16.638,16.601,16.545,16.47,16.444,16.446,16.474,16.529,16.583,16.554,16.553,16.559,16.567,16.567,16.567,16.567,16.567
2005,2,26,20,0,0,16.567,16.549,16.52,16.51,16.5,16.489,16.475,16.456,16.41,16.391,16.4,16.384,16.368,16.471,16.452,16.432,16.423,16.423,16.423,16.423,16.423
2005,2,26,21,0,0,16.48,16.474,16.465,16.46,16.456,16.452,16.447,16.441,16.426,16.4,16.362,16.361,16.36,16.4,16.371,16.375,16.394,16.394,16.394,16.394,16.394
2005,2,26,22,0,0,16.327,16.326,16.326,16.346,16.359,16.369,16.376,16.382,16.383,16.38,16.372,16.353,16.334,16.332,16.324,16.323,16.324,16.324,16.324,16.324,16.324
2005,2,26,23,0,0,16.083,16.082,16.08,16.113,16.165,16.208,16.242,16.266,16.279,16.286,16.287,16.319,16.35,16.301,16.299,16.315,16.331,16.331,16.331,16.331,16.331
2005,2,27,0,0,0,16.07,16.078,16.092,16.094,16.102,16.115,16.133,16.154,16.171,16.224,16.312,16.316,16.32,16.275,16.301,16.331,16.348,16.348,16.348,16.348,16.348
2005,2,27,1,0,0,16.093,16.094,16.094,16.091,16.093,16.104,16.121,16.144,16.203,16.31,16.465,16.357,16.249,16.3,16.319,16.377,16.424,16.424,16.424,16.424,16.424
2005,2,27,2,0,0,16.08,16.08,16.08,16.084,16.089,16.103,16.127,16.159,16.228,16.347,16.518,16.39,16.263,16.298,16.341,16.469,16.574,16.574,16.574,16.574,16.574
2005,2,27,3,0,0,16.067,16.064,16.059,16.069,16.089,16.122,16.164,16.217,16.352,16.411,16.395,16.321,16.247,16.335,16.474,16.585,16.627,16.627,16.627,16.627,16.627
2005,2,27,4,0,0,16.053,16.052,16.049,16.073,16.121,16.164,16.228,16.315,16.398,16.377,16.253,16.298,16.343,16.444,16.539,16.575,16.565,16.565,16.565,16.565,16.565
2005,2,27,5,0,0,16.04,16.045,16.053,16.088,16.137,16.17,16.261,16.412,16.343,16.327,16.363,16.447,16.531,16.587,16.612,16.528,16.431,16.431,16.431,16.431,16.431
2005,2,27,6,0,0,16.043,16.049,16.059,16.066,16.097,16.151,16.21,16.274,16.37,16.383,16.314,16.442,16.569,16.585,16.539,16.433,16.35,16.35,16.35,16.35,16.35
2005,2,27,7,0,0,16.087,16.092,16.101,16.103,16.118,16.155,16.206,16.271,16.379,16.404,16.344,16.386,16.429,16.523,16.477,16.419,16.385,16.385,16.385,16.385,16.385
2005,2,27,8,0,0,16.12,16.127,16.138,16.14,16.152,16.184,16.22,16.26,16.369,16.406,16.371,16.382,16.392,16.412,16.407,16.4,16.395,16.395,16.395,16.395,16.395
2005,2,27,9,0,0,16.163,16.172,16.185,16.186,16.189,16.192,16.198,16.207,16.26,16.329,16.414,16.411,16.409,16.405,16.401,16.397,16.395,16.395,16.395,16.395,16.395
2005,2,27,10,0,0,16.317,16.324,16.337,16.334,16.336,16.336,16.336,16.336,16.355,16.379,16.408,16.412,16.416,16.42,16.421,16.423,16.425,16.425,16.425,16.425,16.425
2005,2,27,11,0,0,16.427,16.435,16.449,16.447,16.448,16.449,16.452,16.457,16.474,16.469,16.442,16.443,16.444,16.448,16.449,16.451,16.453,16.453,16.453,16.453,16.453
2005,2,27,12,0,0,16.533,16.543,16.559,16.56,16.565,16.571,16.583,16.603,16.682,16.664,16.547,16.518,16.489,16.475,16.465,16.452,16.444,16.444,16.444,16.444,16.444
2005,2,27,13,0,0,16.65,16.659,16.674,16.675,16.68,16.689,16.715,16.759,16.808,16.776,16.663,16.597,16.532,16.472,16.453,16.441,16.438,16.438,16.438,16.438,16.438
2005,2,27,14,0,0,16.673,16.687,16.71,16.719,16.736,16.767,16.821,16.896,16.942,16.887,16.73,16.639,16.548,16.496,16.491,16.494,16.499,16.499,16.499,16.499,16.499
2005,2,27,15,0,0,16.663,16.681,16.711,16.722,16.75,16.799,16.883,17.002,17.209,17.22,17.034,16.888,16.741,16.586,16.564,16.553,16.555,16.555,16.555,16.555,16.555
2005,2,27,16,0,0,16.713,16.727,16.749,16.763,16.788,16.83,16.895,16.984,17.196,17.312,17.331,17.152,16.972,16.698,16.638,16.604,16.599,16.599,16.599,16.599,16.599
2005,2,27,17,0,0,16.7,16.708,16.721,16.728,16.743,16.783,16.864,16.988,17.251,17.347,17.277,17.118,16.959,16.755,16.67,16.614,16.6,16.6,16.6,16.6,16.6
2005,2,27,18,0,0,16.737,16.746,16.762,16.763,16.773,16.85,17.029,17.313,17.466,17.41,17.143,17.038,16.934,16.704,16.652,16.61,16.595,16.595,16.595,16.595,16.595
2005,2,27,19,0,0,16.863,16.879,16.904,16.907,16.921,17.059,17.277,17.574,17.558,17.378,17.035,16.919,16.804,16.708,16.638,16.579,16.555,16.555,16.555,16.555,16.555
2005,2,27,20,0,0,17.133,17.147,17.17,17.159,17.146,17.4,17.578,17.677,17.577,17.332,16.943,16.867,16.791,16.711,16.633,16.563,16.531,16.531,16.531,16.531,16.531
2005,2,27,21,0,0,17.343,17.353,17.368,17.357,17.342,17.561,17.698,17.753,17.696,17.415,16.911,16.861,16.81,16.753,16.65,16.55,16.501,16.501,16.501,16.501,16.501
2005,2,27,22,0,0,17.48,17.492,17.511,17.5,17.511,17.698,17.798,17.811,17.549,17.229,16.85,16.816,16.782,16.658,16.563,16.479,16.443,16.443,16.443,16.443,16.443
2005,2,27,23,0,0,17.573,17.579,17.587,17.598,17.724,17.785,17.796,17.757,17.432,17.136,16.871,16.847,16.823,16.738,16.598,16.466,16.404,16.404,16.404,16.404,16.404
2005,2,28,0,0,0,17.6,17.607,17.619,17.686,17.807,17.793,17.714,17.57,17.162,16.92,16.843,16.824,16.805,16.731,16.592,16.433,16.344,16.344,16.344,16.344,16.344
2005,2,28,1,0,0,17.633,17.642,17.656,17.711,17.788,17.76,17.685,17.562,17.269,17.058,16.928,16.869,16.81,16.75,16.596,16.4,16.281,16.281,16.281,16.281,16.281
2005,2,28,2,0,0,17.67,17.685,17.711,17.758,17.769,17.735,17.673,17.581,17.394,17.202,17.006,16.898,16.79,16.725,16.448,16.287,16.264,16.264,16.264,16.264,16.264
2005,2,28,3,0,0,17.717,17.731,17.754,17.76,17.744,17.699,17.616,17.495,17.289,17.107,16.948,16.861,16.773,16.712,16.41,16.237,16.216,16.216,16.216,16.216,16.216
2005,2,28,4,0,0,17.733,17.744,17.763,17.746,17.718,17.669,17.567,17.412,17.158,16.987,16.899,16.836,16.774,16.615,16.383,16.237,16.206,16.206,16.206,16.206,16.206
2005,2,28,5,0,0,17.787,17.783,17.778,17.74,17.702,17.658,17.564,17.419,17.193,17.006,16.859,16.841,16.824,16.641,16.44,16.273,16.207,16.207,16.207,16.207,16.207
2005,2,28,6,0,0,17.83,17.834,17.84,17.807,17.732,17.632,17.487,17.297,17.118,16.973,16.861,16.828,16.796,16.578,16.381,16.217,16.152,16.152,16.152,16.152,16.152
2005,2,28,7,0,0,17.893,17.895,17.898,17.871,17.792,17.621,17.394,17.111,16.966,16.882,16.859,16.833,16.808,16.691,16.437,16.228,16.146,16.146,16.146,16.146,16.146
2005,2,28,8,0,0,17.953,17.943,17.926,17.826,17.643,17.387,17.144,16.914,16.89,16.868,16.848,16.814,16.78,16.669,16.444,16.249,16.166,16.166,16.166,16.166,16.166
2005,2,28,9,0,0,18.05,18.038,18.017,17.884,17.61,17.25,17.006,16.876,16.872,16.862,16.847,16.815,16.783,16.534,16.372,16.223,16.154,16.154,16.154,16.154,16.154
